encriptado	FECHA_NEGOCIO	SISTEMA	TIPONEGOCIO	GRUPO_NEGOCIO	GRUPO_AFINIDAD	EMPRESA_EJECUTIVO	MODELO_EJECUTIVO	DESC_TIPOCLIENTE	DESC_GRUPOCLIENTE	CODI_PLAN	DESC_PLAN	TIPO_PLAN	TIPO_PLAN_MM	CODI_SUCURSAL	NOMB_SUCURSAL	TIPO_SUCURSAL	ZONA	CIUDAD	CONVERGENCIA	Cargo_Fijo	GRUPO3	GRUPO4	DESCRIPCION_CARGO_SIMPLE	MOVIMIENTO	DIA	MES	ANO	DIA_VENTA	MES_VENTA	ANO_VENTA	CANAL_REASIGNADO	FUNCION_EJECUTIVO	COMPANIA_ORIGEN_PORT_IN	CARGO_FIJO2	ID_DIA
KSgowlrCstTT	06/11/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	26	noviembre	2020	6	NOVIEMBRE	2020	Integradores	Ejecutivo Integrador	NA	0	26/11/2020
KSgowlrCstTT	06/11/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	26	noviembre	2020	6	NOVIEMBRE	2020	Integradores	Ejecutivo Integrador	NA	0	26/11/2020
KSgowlrCstTT	06/11/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	23	noviembre	2020	6	NOVIEMBRE	2020	Integradores	Ejecutivo Integrador	NA	0	23/11/2020
KSgowlrCstTT	25/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	4	JUNIO	2020	25	MAYO	2020	Integradores	Ejecutivo Integrador	NA	0	04/06/2020
KSgowlrCstTT	06/11/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	26	noviembre	2020	6	NOVIEMBRE	2020	Integradores	Ejecutivo Integrador	NA	0	26/11/2020
KSgowlrCstTT	06/11/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	26	noviembre	2020	6	NOVIEMBRE	2020	Integradores	Ejecutivo Integrador	NA	0	26/11/2020
KSgowlrCstTT	06/11/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	26	noviembre	2020	6	NOVIEMBRE	2020	Integradores	Ejecutivo Integrador	NA	0	26/11/2020
KSgowlrCstTT	06/11/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	26	noviembre	2020	6	NOVIEMBRE	2020	Integradores	Ejecutivo Integrador	NA	0	26/11/2020
KSgowlrCstTT	06/11/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	26	noviembre	2020	6	NOVIEMBRE	2020	Integradores	Ejecutivo Integrador	NA	0	26/11/2020
KSgowlrCstTT	06/11/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	26	noviembre	2020	6	NOVIEMBRE	2020	Integradores	Ejecutivo Integrador	NA	0	26/11/2020
KSgowlrCstTT	06/11/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	26	noviembre	2020	6	NOVIEMBRE	2020	Integradores	Ejecutivo Integrador	NA	0	26/11/2020
KSgowlrCstTT	06/11/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	26	noviembre	2020	6	NOVIEMBRE	2020	Integradores	Ejecutivo Integrador	NA	0	26/11/2020
KSgowlrCstTT	06/11/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	26	noviembre	2020	6	NOVIEMBRE	2020	Integradores	Ejecutivo Integrador	NA	0	26/11/2020
KSgowlrCstTT	06/11/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	26	noviembre	2020	6	NOVIEMBRE	2020	Integradores	Ejecutivo Integrador	NA	0	26/11/2020
KSgowlrCstTT	25/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	4	JUNIO	2020	25	MAYO	2020	Integradores	Ejecutivo Integrador	NA	0	04/06/2020
KSgowlrCstTT	25/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	4	JUNIO	2020	25	MAYO	2020	Integradores	Ejecutivo Integrador	NA	0	04/06/2020
KSgowlrCstTT	06/11/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	26	noviembre	2020	6	NOVIEMBRE	2020	Integradores	Ejecutivo Integrador	NA	0	26/11/2020
KSgowlrCstTT	06/11/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	26	noviembre	2020	6	NOVIEMBRE	2020	Integradores	Ejecutivo Integrador	NA	0	26/11/2020
KSgowlrCstTT	06/11/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	23	noviembre	2020	6	NOVIEMBRE	2020	Integradores	Ejecutivo Integrador	NA	0	23/11/2020
KSgowlrCstTT	06/11/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	26	noviembre	2020	6	NOVIEMBRE	2020	Integradores	Ejecutivo Integrador	NA	0	26/11/2020
KSgowlrCstTT	06/11/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	23	noviembre	2020	6	NOVIEMBRE	2020	Integradores	Ejecutivo Integrador	NA	0	23/11/2020
KSgowlrCstTT	06/11/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	26	noviembre	2020	6	NOVIEMBRE	2020	Integradores	Ejecutivo Integrador	NA	0	26/11/2020
KSgowlrCstTT	06/11/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	26	noviembre	2020	6	NOVIEMBRE	2020	Integradores	Ejecutivo Integrador	NA	0	26/11/2020
KSgowlrCstTT	06/11/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	26	noviembre	2020	6	NOVIEMBRE	2020	Integradores	Ejecutivo Integrador	NA	0	26/11/2020
KSgowlrCstTT	06/11/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	26	noviembre	2020	6	NOVIEMBRE	2020	Integradores	Ejecutivo Integrador	NA	0	26/11/2020
KSgowlrCstTT	06/11/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	23	noviembre	2020	6	NOVIEMBRE	2020	Integradores	Ejecutivo Integrador	NA	0	23/11/2020
KSgowlrCstTT	20/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	28	MAYO	2020	20	MAYO	2020	Integradores	Ejecutivo Integrador	NA	0	28/05/2020
KSgowlrCstTT	20/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	28	MAYO	2020	20	MAYO	2020	Integradores	Ejecutivo Integrador	NA	0	28/05/2020
KSgowlrCstTT	25/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	4	JUNIO	2020	25	MAYO	2020	Integradores	Ejecutivo Integrador	NA	0	04/06/2020
KSgowlrCstTT	25/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	4	JUNIO	2020	25	MAYO	2020	Integradores	Ejecutivo Integrador	NA	0	04/06/2020
KSgowlrCstTT	20/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	28	MAYO	2020	20	MAYO	2020	Integradores	Ejecutivo Integrador	NA	0	28/05/2020
KSgowlrCstTT	06/11/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	26	noviembre	2020	6	NOVIEMBRE	2020	Integradores	Ejecutivo Integrador	NA	0	26/11/2020
KSgowlrCstTT	20/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	28	MAYO	2020	20	MAYO	2020	Integradores	Ejecutivo Integrador	NA	0	28/05/2020
KSgowlrCstTT	20/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	28	MAYO	2020	20	MAYO	2020	Integradores	Ejecutivo Integrador	NA	0	28/05/2020
KSgowlrCstTT	06/11/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	26	noviembre	2020	6	NOVIEMBRE	2020	Integradores	Ejecutivo Integrador	NA	0	26/11/2020
KSgowlrCstTT	06/11/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	26	noviembre	2020	6	NOVIEMBRE	2020	Integradores	Ejecutivo Integrador	NA	0	26/11/2020
KSgowlrCstTT	06/11/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	26	noviembre	2020	6	NOVIEMBRE	2020	Integradores	Ejecutivo Integrador	NA	0	26/11/2020
KSgowlrCstTT	06/11/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	23	noviembre	2020	6	NOVIEMBRE	2020	Integradores	Ejecutivo Integrador	NA	0	23/11/2020
KSgowlrCstTT	06/11/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	23	noviembre	2020	6	NOVIEMBRE	2020	Integradores	Ejecutivo Integrador	NA	0	23/11/2020
KSgowlrCstTT	06/11/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	26	noviembre	2020	6	NOVIEMBRE	2020	Integradores	Ejecutivo Integrador	NA	0	26/11/2020
KSgowlrCstTT	06/11/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	23	noviembre	2020	6	NOVIEMBRE	2020	Integradores	Ejecutivo Integrador	NA	0	23/11/2020
KSgowlrCstTT	20/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	28	MAYO	2020	20	MAYO	2020	Integradores	Ejecutivo Integrador	NA	0	28/05/2020
KSgowlrCstTT	06/11/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	26	noviembre	2020	6	NOVIEMBRE	2020	Integradores	Ejecutivo Integrador	NA	0	26/11/2020
KSgowlrCstTT	06/11/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	26	noviembre	2020	6	NOVIEMBRE	2020	Integradores	Ejecutivo Integrador	NA	0	26/11/2020
KSgowlrCstTT	06/11/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	26	noviembre	2020	6	NOVIEMBRE	2020	Integradores	Ejecutivo Integrador	NA	0	26/11/2020
KSgowlrCstTT	06/11/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	26	noviembre	2020	6	NOVIEMBRE	2020	Integradores	Ejecutivo Integrador	NA	0	26/11/2020
KSgowlrCstTT	06/11/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	26	noviembre	2020	6	NOVIEMBRE	2020	Integradores	Ejecutivo Integrador	NA	0	26/11/2020
KSgowlrCstTT	20/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	28	MAYO	2020	20	MAYO	2020	Integradores	Ejecutivo Integrador	NA	0	28/05/2020
KSgowlrCstTT	06/11/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	26	noviembre	2020	6	NOVIEMBRE	2020	Integradores	Ejecutivo Integrador	NA	0	26/11/2020
KSgowlrCstTT	06/11/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	26	noviembre	2020	6	NOVIEMBRE	2020	Integradores	Ejecutivo Integrador	NA	0	26/11/2020
KSgowlrCstTT	06/11/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	26	noviembre	2020	6	NOVIEMBRE	2020	Integradores	Ejecutivo Integrador	NA	0	26/11/2020
KSgowlrCstTT	06/11/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	26	noviembre	2020	6	NOVIEMBRE	2020	Integradores	Ejecutivo Integrador	NA	0	26/11/2020
KSgowlrCstTT	20/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	28	MAYO	2020	20	MAYO	2020	Integradores	Ejecutivo Integrador	NA	0	28/05/2020
KSgowlrCstTT	20/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	28	MAYO	2020	20	MAYO	2020	Integradores	Ejecutivo Integrador	NA	0	28/05/2020
KSgowlrCstTT	20/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	28	MAYO	2020	20	MAYO	2020	Integradores	Ejecutivo Integrador	NA	0	28/05/2020
KSgowlrCstTT	06/11/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	26	noviembre	2020	6	NOVIEMBRE	2020	Integradores	Ejecutivo Integrador	NA	0	26/11/2020
KSgowlrCstTT	25/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	MEDIO RIESGO GC	GRANDES CUENTAS	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	4	JUNIO	2020	25	MAYO	2020	Integradores	Ejecutivo Integrador	NA	0	04/06/2020
